tweet_id,retweet_count,favorite_count
667549055577362432,2293,5769
667546741521195010,125,331
667544320556335104,529,862
667538891197542400,65,203
667534815156183040,540,811
667530908589760512,238,461
667524857454854144,1108,1679
667517642048163840,193,366
667509364010450944,2127,6736
667502640335572993,219,529
667495797102141441,270,513
667491009379606528,224,527
667470559035432960,99,252
667455448082227200,59,188
667453023279554560,89,304
667443425659232256,574,771
667437278097252352,235,445
667435689202614272,83,302
667405339315146752,220,458
667393430834667520,55,189
667369227918143488,163,362
667211855547486208,242,486
667200525029539841,260,606
667192066997374976,105,381
667188689915760640,413,734
667182792070062081,6175,14225
667177989038297088,54,189
667176164155375616,463,606
667174963120574464,82,238
667171260800061440,88,218
667165590075940865,1130,2666
667160273090932737,62,253
667152164079423490,16960,47279
667138269671505920,2192,4552
667119796878725120,127,325
667090893657276420,126,328
667073648344346624,122,396
667070482143944705,14,82
667065535570550784,46,163
667062181243039745,54,214
667044094246576128,50,182
667012601033924608,221,440
666996132027977728,94,242
666983947667116034,974,2519
666837028449972224,549,802
666835007768551424,80,209
666826780179869698,96,249
666817836334096384,247,511
666804364988780544,92,234
666786068205871104,483,745
666781792255496192,189,378
666776908487630848,171,343
666739327293083650,65,231
666701168228331520,215,424
666691418707132416,46,185
666649482315059201,614,1100
666644823164719104,79,228
666454714377183233,207,508
666447344410484738,19,99
666437273139982337,47,120
666435652385423360,53,161
666430724426358785,193,309
666428276349472768,81,162
666421158376562688,112,309
666418789513326592,45,120
666411507551481857,321,428
666407126856765440,37,104
666396247373291520,81,161
666373753744588802,88,180
666362758909284353,556,753
666353288456101888,71,211
666345417576210432,131,282
666337882303524864,88,191
666293911632134144,343,485
666287406224695296,63,141
666273097616637952,75,167
666268910803644416,34,99
666104133288665088,6319,13935
666102155909144576,11,76
666099513787052032,64,149
666094000022159362,70,159
666082916733198337,44,112
666073100786774016,157,315
666071193221509120,57,141
666063827256086533,211,461
666058600524156928,57,108
666057090499244032,137,284
666055525042405380,233,424
666051853826850816,826,1189
666050758794694657,56,129
666049248165822465,41,104
666044226329800704,135,288
666033412701032449,43,120
666029285002620928,46,124
666020888022790149,493,2509
